Month,Day of Week,Portion of Day,Purpose,Start Location Type,End Location Type,Total Commutes
September,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1643
September,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Home,25
September,Thursday,Afternoon,Going Back to Home,Pub,Home,53
September,Thursday,Afternoon,Recreation (Social Gathering),Home,Pub,48
September,Thursday,Evening,Eating,Work,Restaurant,1133
September,Thursday,Evening,Eating,Home,Restaurant,421
September,Thursday,Evening,Eating,Pub,Restaurant,80
September,Thursday,Evening,Coming Back From Restaurant,Restaurant,Pub,41
September,Thursday,Evening,Coming Back From Restaurant,Restaurant,Work,1425
September,Thursday,Evening,Coming Back From Restaurant,Restaurant,Home,294
September,Thursday,Evening,Going Back to Home,Pub,Home,151
September,Thursday,Evening,Work/Home Commute,Work,Home,4197
September,Thursday,Evening,Recreation (Social Gathering),Home,Pub,816
September,Thursday,Night,Going Back to Home,Pub,Home,1868
September,Thursday,Night,Going Back to Home,Restaurant,Home,69
September,Thursday,Night,Coming Back From Restaurant,Restaurant,Pub,210
September,Thursday,Night,Coming Back From Restaurant,Restaurant,Work,3
September,Thursday,Night,Coming Back From Restaurant,Restaurant,Home,781
September,Thursday,Night,Eating,Home,Restaurant,709
September,Thursday,Night,Eating,Pub,Restaurant,189
September,Thursday,Night,Recreation (Social Gathering),Home,Pub,1351
September,Thursday,Night,Work/Home Commute,Work,Home,13
September,Friday,Morning,Eating,Home,Restaurant,103
September,Friday,Morning,Eating,Work,Restaurant,501
September,Friday,Morning,Eating,Pub,Restaurant,12
September,Friday,Morning,Recreation (Social Gathering),Home,Pub,111
September,Friday,Morning,Coming Back From Restaurant,Restaurant,Home,103
September,Friday,Morning,Coming Back From Restaurant,Restaurant,Pub,9
September,Friday,Morning,Coming Back From Restaurant,Restaurant,Work,233
September,Friday,Morning,Going Back to Home,Pub,Home,252
September,Friday,Morning,Going Back to Home,Restaurant,Home,12
September,Friday,Morning,Work/Home Commute,Home,Work,4225
September,Friday,Afternoon,Eating,Work,Restaurant,1659
September,Friday,Afternoon,Eating,Home,Restaurant,30
September,Friday,Afternoon,Eating,Pub,Restaurant,6
September,Friday,Afternoon,Going Back to Home,Pub,Home,36
September,Friday,Afternoon,Recreation (Social Gathering),Home,Pub,35
September,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1617
September,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Home,24
September,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,2
September,Friday,Evening,Eating,Work,Restaurant,1152
September,Friday,Evening,Eating,Home,Restaurant,427
September,Friday,Evening,Eating,Pub,Restaurant,61
September,Friday,Evening,Coming Back From Restaurant,Restaurant,Pub,37
September,Friday,Evening,Coming Back From Restaurant,Restaurant,Home,291
September,Friday,Evening,Coming Back From Restaurant,Restaurant,Work,1460
September,Friday,Evening,Going Back to Home,Pub,Home,131
September,Friday,Evening,Work/Home Commute,Work,Home,4212
September,Friday,Evening,Recreation (Social Gathering),Home,Pub,819
September,Friday,Night,Going Back to Home,Pub,Home,1884
September,Friday,Night,Going Back to Home,Restaurant,Home,61
September,Friday,Night,Eating,Pub,Restaurant,179
September,Friday,Night,Eating,Home,Restaurant,656
September,Friday,Night,Coming Back From Restaurant,Restaurant,Pub,187
September,Friday,Night,Coming Back From Restaurant,Restaurant,Home,747
September,Friday,Night,Coming Back From Restaurant,Restaurant,Work,2
September,Friday,Night,Work/Home Commute,Work,Home,13
September,Friday,Night,Recreation (Social Gathering),Home,Pub,1365
September,Saturday,Morning,Eating,Home,Restaurant,1761
September,Saturday,Morning,Eating,Pub,Restaurant,49
September,Saturday,Morning,Eating,Work,Restaurant,71
September,Saturday,Morning,Recreation (Social Gathering),Home,Pub,1886
September,Saturday,Morning,Going Back to Home,Pub,Home,1379
September,Saturday,Morning,Going Back to Home,Restaurant,Home,89
September,Saturday,Morning,Coming Back From Restaurant,Restaurant,Home,1629
September,Saturday,Morning,Coming Back From Restaurant,Restaurant,Pub,26
September,Saturday,Morning,Coming Back From Restaurant,Restaurant,Work,45
September,Saturday,Morning,Work/Home Commute,Home,Work,428
September,Saturday,Afternoon,Going Back to Home,Pub,Home,576
September,Saturday,Afternoon,Eating,Pub,Restaurant,132
September,Saturday,Afternoon,Eating,Home,Restaurant,484
September,Saturday,Afternoon,Eating,Work,Restaurant,141
September,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Home,404
September,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,121
September,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Work,143
September,Saturday,Afternoon,Recreation (Social Gathering),Home,Pub,584
September,Saturday,Evening,Going Back to Home,Pub,Home,1155
September,Saturday,Evening,Eating,Pub,Restaurant,149
September,Saturday,Evening,Eating,Home,Restaurant,648
September,Saturday,Evening,Eating,Work,Restaurant,108
September,Saturday,Evening,Coming Back From Restaurant,Restaurant,Pub,158
September,Saturday,Evening,Coming Back From Restaurant,Restaurant,Home,687
September,Saturday,Evening,Coming Back From Restaurant,Restaurant,Work,132
September,Saturday,Evening,Recreation (Social Gathering),Home,Pub,1185
September,Saturday,Evening,Work/Home Commute,Work,Home,428
September,Saturday,Night,Going Back to Home,Pub,Home,1737
September,Saturday,Night,Going Back to Home,Restaurant,Home,43
September,Saturday,Night,Coming Back From Restaurant,Restaurant,Home,554
September,Saturday,Night,Coming Back From Restaurant,Restaurant,Pub,181
September,Saturday,Night,Eating,Home,Restaurant,507
September,Saturday,Night,Eating,Pub,Restaurant,167
September,Saturday,Night,Recreation (Social Gathering),Home,Pub,1213
September,Sunday,Morning,Eating,Home,Restaurant,1730
September,Sunday,Morning,Eating,Work,Restaurant,63
September,Sunday,Morning,Eating,Pub,Restaurant,37
September,Sunday,Morning,Recreation (Social Gathering),Home,Pub,1865
September,Sunday,Morning,Coming Back From Restaurant,Restaurant,Home,1586
September,Sunday,Morning,Coming Back From Restaurant,Restaurant,Pub,20
September,Sunday,Morning,Coming Back From Restaurant,Restaurant,Work,47
September,Sunday,Morning,Going Back to Home,Restaurant,Home,77
September,Sunday,Morning,Going Back to Home,Pub,Home,1358
September,Sunday,Morning,Work/Home Commute,Home,Work,416
September,Sunday,Afternoon,Going Back to Home,Pub,Home,609
September,Sunday,Afternoon,Eating,Home,Restaurant,453
September,Sunday,Afternoon,Eating,Work,Restaurant,150
September,Sunday,Afternoon,Eating,Pub,Restaurant,116
September,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,94
September,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Home,407
September,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Work,130
September,Sunday,Afternoon,Recreation (Social Gathering),Home,Pub,567
September,Sunday,Evening,Coming Back From Restaurant,Restaurant,Home,704
September,Sunday,Evening,Coming Back From Restaurant,Restaurant,Pub,169
September,Sunday,Evening,Coming Back From Restaurant,Restaurant,Work,138
September,Sunday,Evening,Going Back to Home,Pub,Home,1133
September,Sunday,Evening,Eating,Pub,Restaurant,152
September,Sunday,Evening,Eating,Work,Restaurant,102
September,Sunday,Evening,Eating,Home,Restaurant,661
September,Sunday,Evening,Recreation (Social Gathering),Home,Pub,1237
September,Sunday,Evening,Work/Home Commute,Work,Home,411
September,Sunday,Night,Coming Back From Restaurant,Restaurant,Home,531
September,Sunday,Night,Coming Back From Restaurant,Restaurant,Pub,202
September,Sunday,Night,Going Back to Home,Pub,Home,1827
September,Sunday,Night,Going Back to Home,Restaurant,Home,36
September,Sunday,Night,Eating,Pub,Restaurant,185
September,Sunday,Night,Eating,Home,Restaurant,489
September,Sunday,Night,Recreation (Social Gathering),Home,Pub,1240
September,Sunday,Night,Work/Home Commute,Work,Home,5
September,Monday,Morning,Eating,Home,Restaurant,109
September,Monday,Morning,Eating,Pub,Restaurant,4
September,Monday,Morning,Eating,Work,Restaurant,429
September,Monday,Morning,Going Back to Home,Pub,Home,223
September,Monday,Morning,Going Back to Home,Restaurant,Home,16
September,Monday,Morning,Coming Back From Restaurant,Restaurant,Home,105
September,Monday,Morning,Coming Back From Restaurant,Restaurant,Pub,3
September,Monday,Morning,Coming Back From Restaurant,Restaurant,Work,218
September,Monday,Morning,Work/Home Commute,Home,Work,3336
September,Monday,Morning,Recreation (Social Gathering),Home,Pub,131
September,Monday,Afternoon,Recreation (Social Gathering),Home,Pub,43
September,Monday,Afternoon,Eating,Work,Restaurant,1312
September,Monday,Afternoon,Eating,Home,Restaurant,24
September,Monday,Afternoon,Eating,Pub,Restaurant,18
September,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,12
September,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Home,21
September,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1296
September,Monday,Afternoon,Going Back to Home,Pub,Home,41
September,Monday,Evening,Eating,Work,Restaurant,890
September,Monday,Evening,Eating,Home,Restaurant,351
September,Monday,Evening,Eating,Pub,Restaurant,45
September,Monday,Evening,Going Back to Home,Pub,Home,131
September,Monday,Evening,Coming Back From Restaurant,Restaurant,Home,236
September,Monday,Evening,Coming Back From Restaurant,Restaurant,Work,1117
September,Monday,Evening,Coming Back From Restaurant,Restaurant,Pub,26
September,Monday,Evening,Work/Home Commute,Work,Home,3332
September,Monday,Evening,Recreation (Social Gathering),Home,Pub,699
September,Monday,Night,Going Back to Home,Pub,Home,1561
September,Monday,Night,Going Back to Home,Restaurant,Home,54
September,Monday,Night,Coming Back From Restaurant,Restaurant,Pub,191
September,Monday,Night,Coming Back From Restaurant,Restaurant,Home,588
September,Monday,Night,Eating,Home,Restaurant,512
September,Monday,Night,Eating,Pub,Restaurant,187
September,Monday,Night,Recreation (Social Gathering),Home,Pub,1100
September,Monday,Night,Work/Home Commute,Work,Home,4
September,Tuesday,Morning,Eating,Home,Restaurant,103
September,Tuesday,Morning,Eating,Work,Restaurant,432
September,Tuesday,Morning,Eating,Pub,Restaurant,4
September,Tuesday,Morning,Recreation (Social Gathering),Home,Pub,69
September,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Home,100
September,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Work,211
September,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Pub,3
September,Tuesday,Morning,Going Back to Home,Pub,Home,178
September,Tuesday,Morning,Going Back to Home,Restaurant,Home,11
September,Tuesday,Morning,Work/Home Commute,Home,Work,3340
September,Tuesday,Afternoon,Eating,Work,Restaurant,1332
September,Tuesday,Afternoon,Eating,Home,Restaurant,26
September,Tuesday,Afternoon,Eating,Pub,Restaurant,3
September,Tuesday,Afternoon,Going Back to Home,Pub,Home,19
September,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,19
September,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1325
September,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,3
September,Tuesday,Afternoon,Recreation (Social Gathering),Home,Pub,21
September,Tuesday,Evening,Eating,Work,Restaurant,884
September,Tuesday,Evening,Eating,Home,Restaurant,371
September,Tuesday,Evening,Eating,Pub,Restaurant,33
September,Tuesday,Evening,Going Back to Home,Pub,Home,66
September,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Pub,14
September,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Work,1110
September,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Home,276
September,Tuesday,Evening,Work/Home Commute,Work,Home,3330
September,Tuesday,Evening,Recreation (Social Gathering),Home,Pub,510
September,Tuesday,Night,Going Back to Home,Pub,Home,1180
September,Tuesday,Night,Going Back to Home,Restaurant,Home,48
September,Tuesday,Night,Coming Back From Restaurant,Restaurant,Home,633
September,Tuesday,Night,Coming Back From Restaurant,Restaurant,Pub,124
September,Tuesday,Night,Coming Back From Restaurant,Restaurant,Work,2
September,Tuesday,Night,Eating,Home,Restaurant,573
September,Tuesday,Night,Eating,Pub,Restaurant,113
September,Tuesday,Night,Recreation (Social Gathering),Home,Pub,817
September,Tuesday,Night,Work/Home Commute,Work,Home,10
September,Wednesday,Morning,Eating,Home,Restaurant,105
September,Wednesday,Morning,Eating,Work,Restaurant,395
September,Wednesday,Morning,Eating,Pub,Restaurant,7
September,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Pub,4
September,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Home,106
September,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Work,180
September,Wednesday,Morning,Recreation (Social Gathering),Home,Pub,98
September,Wednesday,Morning,Going Back to Home,Pub,Home,158
September,Wednesday,Morning,Going Back to Home,Restaurant,Home,5
September,Wednesday,Morning,Work/Home Commute,Home,Work,3332
September,Wednesday,Afternoon,Eating,Work,Restaurant,1340
September,Wednesday,Afternoon,Eating,Home,Restaurant,18
September,Wednesday,Afternoon,Eating,Pub,Restaurant,5
September,Wednesday,Afternoon,Going Back to Home,Pub,Home,35
September,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,7
September,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1315
September,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,18
September,Wednesday,Afternoon,Recreation (Social Gathering),Home,Pub,33
September,Wednesday,Evening,Eating,Work,Restaurant,897
September,Wednesday,Evening,Eating,Home,Restaurant,337
September,Wednesday,Evening,Eating,Pub,Restaurant,42
September,Wednesday,Evening,Going Back to Home,Pub,Home,96
September,Wednesday,Evening,Work/Home Commute,Work,Home,3322
September,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Work,1135
September,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Pub,27
September,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Home,227
September,Wednesday,Evening,Recreation (Social Gathering),Home,Pub,543
September,Wednesday,Night,Coming Back From Restaurant,Restaurant,Pub,139
September,Wednesday,Night,Coming Back From Restaurant,Restaurant,Home,624
September,Wednesday,Night,Coming Back From Restaurant,Restaurant,Work,2
September,Wednesday,Night,Going Back to Home,Pub,Home,1225
September,Wednesday,Night,Going Back to Home,Restaurant,Home,44
September,Wednesday,Night,Eating,Home,Restaurant,555
September,Wednesday,Night,Eating,Pub,Restaurant,134
September,Wednesday,Night,Recreation (Social Gathering),Home,Pub,877
September,Wednesday,Night,Work/Home Commute,Work,Home,10
October,Saturday,Morning,Eating,Home,Restaurant,2123
October,Saturday,Morning,Eating,Work,Restaurant,88
October,Saturday,Morning,Eating,Pub,Restaurant,74
October,Saturday,Morning,Recreation (Social Gathering),Home,Pub,2431
October,Saturday,Morning,Coming Back From Restaurant,Restaurant,Home,1988
October,Saturday,Morning,Coming Back From Restaurant,Restaurant,Pub,32
October,Saturday,Morning,Coming Back From Restaurant,Restaurant,Work,58
October,Saturday,Morning,Going Back to Home,Pub,Home,1762
October,Saturday,Morning,Going Back to Home,Restaurant,Home,85
October,Saturday,Morning,Work/Home Commute,Home,Work,535
October,Saturday,Afternoon,Going Back to Home,Pub,Home,739
October,Saturday,Afternoon,Eating,Pub,Restaurant,155
October,Saturday,Afternoon,Eating,Home,Restaurant,614
October,Saturday,Afternoon,Eating,Work,Restaurant,175
October,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Home,488
October,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,158
October,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Work,175
October,Saturday,Afternoon,Recreation (Social Gathering),Home,Pub,705
October,Saturday,Evening,Going Back to Home,Pub,Home,1516
October,Saturday,Evening,Eating,Home,Restaurant,817
October,Saturday,Evening,Eating,Work,Restaurant,134
October,Saturday,Evening,Eating,Pub,Restaurant,184
October,Saturday,Evening,Coming Back From Restaurant,Restaurant,Home,899
October,Saturday,Evening,Coming Back From Restaurant,Restaurant,Pub,195
October,Saturday,Evening,Coming Back From Restaurant,Restaurant,Work,164
October,Saturday,Evening,Recreation (Social Gathering),Home,Pub,1564
October,Saturday,Evening,Work/Home Commute,Work,Home,535
October,Saturday,Night,Going Back to Home,Pub,Home,2235
October,Saturday,Night,Going Back to Home,Restaurant,Home,50
October,Saturday,Night,Eating,Pub,Restaurant,208
October,Saturday,Night,Eating,Home,Restaurant,609
October,Saturday,Night,Coming Back From Restaurant,Restaurant,Home,658
October,Saturday,Night,Coming Back From Restaurant,Restaurant,Pub,223
October,Saturday,Night,Recreation (Social Gathering),Home,Pub,1582
October,Sunday,Morning,Eating,Home,Restaurant,2191
October,Sunday,Morning,Eating,Work,Restaurant,79
October,Sunday,Morning,Eating,Pub,Restaurant,40
October,Sunday,Morning,Recreation (Social Gathering),Home,Pub,2269
October,Sunday,Morning,Coming Back From Restaurant,Restaurant,Home,2027
October,Sunday,Morning,Coming Back From Restaurant,Restaurant,Pub,27
October,Sunday,Morning,Coming Back From Restaurant,Restaurant,Work,59
October,Sunday,Morning,Going Back to Home,Restaurant,Home,103
October,Sunday,Morning,Going Back to Home,Pub,Home,1702
October,Sunday,Morning,Work/Home Commute,Home,Work,520
October,Sunday,Afternoon,Going Back to Home,Pub,Home,701
October,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Home,481
October,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,129
October,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Work,165
October,Sunday,Afternoon,Eating,Pub,Restaurant,159
October,Sunday,Afternoon,Eating,Home,Restaurant,569
October,Sunday,Afternoon,Eating,Work,Restaurant,190
October,Sunday,Afternoon,Recreation (Social Gathering),Home,Pub,690
October,Sunday,Evening,Going Back to Home,Pub,Home,1424
October,Sunday,Evening,Eating,Work,Restaurant,128
October,Sunday,Evening,Eating,Home,Restaurant,831
October,Sunday,Evening,Eating,Pub,Restaurant,195
October,Sunday,Evening,Coming Back From Restaurant,Restaurant,Home,878
October,Sunday,Evening,Coming Back From Restaurant,Restaurant,Pub,210
October,Sunday,Evening,Coming Back From Restaurant,Restaurant,Work,173
October,Sunday,Evening,Recreation (Social Gathering),Home,Pub,1511
October,Sunday,Evening,Work/Home Commute,Work,Home,514
October,Sunday,Night,Going Back to Home,Pub,Home,2188
October,Sunday,Night,Going Back to Home,Restaurant,Home,45
October,Sunday,Night,Eating,Home,Restaurant,626
October,Sunday,Night,Eating,Pub,Restaurant,247
October,Sunday,Night,Recreation (Social Gathering),Home,Pub,1525
October,Sunday,Night,Coming Back From Restaurant,Restaurant,Home,695
October,Sunday,Night,Coming Back From Restaurant,Restaurant,Pub,265
October,Sunday,Night,Work/Home Commute,Work,Home,6
October,Monday,Morning,Eating,Home,Restaurant,126
October,Monday,Morning,Eating,Work,Restaurant,532
October,Monday,Morning,Eating,Pub,Restaurant,1
October,Monday,Morning,Recreation (Social Gathering),Home,Pub,134
October,Monday,Morning,Coming Back From Restaurant,Restaurant,Home,123
October,Monday,Morning,Coming Back From Restaurant,Restaurant,Work,275
October,Monday,Morning,Coming Back From Restaurant,Restaurant,Pub,2
October,Monday,Morning,Going Back to Home,Pub,Home,271
October,Monday,Morning,Going Back to Home,Restaurant,Home,12
October,Monday,Morning,Work/Home Commute,Home,Work,4170
October,Monday,Afternoon,Eating,Work,Restaurant,1644
October,Monday,Afternoon,Eating,Pub,Restaurant,13
October,Monday,Afternoon,Eating,Home,Restaurant,35
October,Monday,Afternoon,Recreation (Social Gathering),Home,Pub,43
October,Monday,Afternoon,Going Back to Home,Pub,Home,47
October,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,9
October,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Home,33
October,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1616
October,Monday,Evening,Coming Back From Restaurant,Restaurant,Home,287
October,Monday,Evening,Coming Back From Restaurant,Restaurant,Work,1396
October,Monday,Evening,Coming Back From Restaurant,Restaurant,Pub,35
October,Monday,Evening,Eating,Work,Restaurant,1114
October,Monday,Evening,Eating,Home,Restaurant,423
October,Monday,Evening,Eating,Pub,Restaurant,55
October,Monday,Evening,Going Back to Home,Pub,Home,154
October,Monday,Evening,Work/Home Commute,Work,Home,4161
October,Monday,Evening,Recreation (Social Gathering),Home,Pub,830
October,Monday,Night,Coming Back From Restaurant,Restaurant,Home,750
October,Monday,Night,Coming Back From Restaurant,Restaurant,Pub,243
October,Monday,Night,Coming Back From Restaurant,Restaurant,Work,3
October,Monday,Night,Going Back to Home,Pub,Home,1935
October,Monday,Night,Going Back to Home,Restaurant,Home,56
October,Monday,Night,Eating,Pub,Restaurant,229
October,Monday,Night,Eating,Home,Restaurant,661
October,Monday,Night,Recreation (Social Gathering),Home,Pub,1389
October,Monday,Night,Work/Home Commute,Work,Home,9
October,Tuesday,Morning,Eating,Home,Restaurant,107
October,Tuesday,Morning,Eating,Pub,Restaurant,7
October,Tuesday,Morning,Eating,Work,Restaurant,429
October,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Pub,4
October,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Home,107
October,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Work,214
October,Tuesday,Morning,Recreation (Social Gathering),Home,Pub,73
October,Tuesday,Morning,Going Back to Home,Pub,Home,180
October,Tuesday,Morning,Going Back to Home,Restaurant,Home,6
October,Tuesday,Morning,Work/Home Commute,Home,Work,3340
October,Tuesday,Afternoon,Eating,Work,Restaurant,1337
October,Tuesday,Afternoon,Eating,Home,Restaurant,25
October,Tuesday,Afternoon,Eating,Pub,Restaurant,3
October,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,4
October,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1324
October,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,21
October,Tuesday,Afternoon,Going Back to Home,Pub,Home,26
October,Tuesday,Afternoon,Recreation (Social Gathering),Home,Pub,26
October,Tuesday,Evening,Eating,Work,Restaurant,883
October,Tuesday,Evening,Eating,Home,Restaurant,342
October,Tuesday,Evening,Eating,Pub,Restaurant,45
October,Tuesday,Evening,Work/Home Commute,Work,Home,3330
October,Tuesday,Evening,Going Back to Home,Pub,Home,84
October,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Work,1110
October,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Home,245
October,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Pub,22
October,Tuesday,Evening,Recreation (Social Gathering),Home,Pub,470
October,Tuesday,Night,Going Back to Home,Pub,Home,1075
October,Tuesday,Night,Going Back to Home,Restaurant,Home,53
October,Tuesday,Night,Eating,Home,Restaurant,595
October,Tuesday,Night,Eating,Pub,Restaurant,109
October,Tuesday,Night,Coming Back From Restaurant,Restaurant,Home,648
October,Tuesday,Night,Coming Back From Restaurant,Restaurant,Pub,124
October,Tuesday,Night,Coming Back From Restaurant,Restaurant,Work,1
October,Tuesday,Night,Recreation (Social Gathering),Home,Pub,756
October,Tuesday,Night,Work/Home Commute,Work,Home,10
October,Wednesday,Morning,Eating,Home,Restaurant,101
October,Wednesday,Morning,Eating,Work,Restaurant,411
October,Wednesday,Morning,Eating,Pub,Restaurant,6
October,Wednesday,Morning,Recreation (Social Gathering),Home,Pub,100
October,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Home,100
October,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Pub,6
October,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Work,201
October,Wednesday,Morning,Work/Home Commute,Home,Work,3332
October,Wednesday,Morning,Going Back to Home,Pub,Home,152
October,Wednesday,Morning,Going Back to Home,Restaurant,Home,6
October,Wednesday,Afternoon,Eating,Work,Restaurant,1342
October,Wednesday,Afternoon,Eating,Home,Restaurant,23
October,Wednesday,Afternoon,Eating,Pub,Restaurant,2
October,Wednesday,Afternoon,Going Back to Home,Pub,Home,33
October,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,20
October,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,3
October,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1312
October,Wednesday,Afternoon,Recreation (Social Gathering),Home,Pub,29
October,Wednesday,Evening,Eating,Home,Restaurant,326
October,Wednesday,Evening,Eating,Work,Restaurant,892
October,Wednesday,Evening,Eating,Pub,Restaurant,49
October,Wednesday,Evening,Going Back to Home,Pub,Home,84
October,Wednesday,Evening,Work/Home Commute,Work,Home,3322
October,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Work,1130
October,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Home,228
October,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Pub,30
October,Wednesday,Evening,Recreation (Social Gathering),Home,Pub,487
October,Wednesday,Night,Going Back to Home,Pub,Home,1140
October,Wednesday,Night,Going Back to Home,Restaurant,Home,47
October,Wednesday,Night,Eating,Home,Restaurant,557
October,Wednesday,Night,Eating,Pub,Restaurant,124
October,Wednesday,Night,Coming Back From Restaurant,Restaurant,Pub,137
October,Wednesday,Night,Coming Back From Restaurant,Restaurant,Home,610
October,Wednesday,Night,Coming Back From Restaurant,Restaurant,Work,2
October,Wednesday,Night,Recreation (Social Gathering),Home,Pub,797
October,Wednesday,Night,Work/Home Commute,Work,Home,10
October,Thursday,Morning,Eating,Home,Restaurant,87
October,Thursday,Morning,Eating,Work,Restaurant,399
October,Thursday,Morning,Eating,Pub,Restaurant,14
October,Thursday,Morning,Coming Back From Restaurant,Restaurant,Home,83
October,Thursday,Morning,Coming Back From Restaurant,Restaurant,Pub,11
October,Thursday,Morning,Coming Back From Restaurant,Restaurant,Work,186
October,Thursday,Morning,Going Back to Home,Restaurant,Home,10
October,Thursday,Morning,Going Back to Home,Pub,Home,153
October,Thursday,Morning,Work/Home Commute,Home,Work,3368
October,Thursday,Morning,Recreation (Social Gathering),Home,Pub,99
October,Thursday,Afternoon,Eating,Work,Restaurant,1336
October,Thursday,Afternoon,Eating,Pub,Restaurant,4
October,Thursday,Afternoon,Eating,Home,Restaurant,19
October,Thursday,Afternoon,Going Back to Home,Pub,Home,31
October,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,5
October,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1313
October,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Home,19
October,Thursday,Afternoon,Recreation (Social Gathering),Home,Pub,37
October,Thursday,Evening,Eating,Work,Restaurant,903
October,Thursday,Evening,Eating,Pub,Restaurant,52
October,Thursday,Evening,Eating,Home,Restaurant,343
October,Thursday,Evening,Work/Home Commute,Work,Home,3359
October,Thursday,Evening,Coming Back From Restaurant,Restaurant,Pub,30
October,Thursday,Evening,Coming Back From Restaurant,Restaurant,Work,1138
October,Thursday,Evening,Coming Back From Restaurant,Restaurant,Home,232
October,Thursday,Evening,Going Back to Home,Pub,Home,97
October,Thursday,Evening,Recreation (Social Gathering),Home,Pub,553
October,Thursday,Night,Going Back to Home,Pub,Home,1301
October,Thursday,Night,Going Back to Home,Restaurant,Home,53
October,Thursday,Night,Coming Back From Restaurant,Restaurant,Pub,154
October,Thursday,Night,Coming Back From Restaurant,Restaurant,Home,604
October,Thursday,Night,Coming Back From Restaurant,Restaurant,Work,1
October,Thursday,Night,Eating,Pub,Restaurant,139
October,Thursday,Night,Eating,Home,Restaurant,539
October,Thursday,Night,Recreation (Social Gathering),Home,Pub,924
October,Thursday,Night,Work/Home Commute,Work,Home,9
October,Friday,Morning,Recreation (Social Gathering),Home,Pub,90
October,Friday,Morning,Eating,Home,Restaurant,82
October,Friday,Morning,Eating,Work,Restaurant,406
October,Friday,Morning,Eating,Pub,Restaurant,4
October,Friday,Morning,Going Back to Home,Pub,Home,165
October,Friday,Morning,Going Back to Home,Restaurant,Home,4
October,Friday,Morning,Work/Home Commute,Home,Work,3380
October,Friday,Morning,Coming Back From Restaurant,Restaurant,Home,79
October,Friday,Morning,Coming Back From Restaurant,Restaurant,Pub,2
